sugcode,taskid,task
2211/01,T.17317,Record patient information for medical records.
2211/01,T.00323,Administer medical tests to diagnose and monitor patient health.
2211/01,T.01189,Apply knowledge and judgement to complex situations to inform decision-making for effective patient-centred care.
2211/01,T.06959,Diagnose and manage clinical presentations collaboratively with patients and colleagues in various care settings.
2211/01,T.07004,Diagnose patients' symptoms and refer to specialist consultants if needed.
2211/01,T.08625,"Explain procedures, test results, and treatments to patients."
2211/01,T.11623,Maintain accurate and confidential patient or client records.
2211/01,T.15948,"Prescribe medicines safely, appropriately, effectively, and economically."
2211/01,T.16582,Provide general health advice to patients in person.
2211/01,T.17318,"Record patient information, including identification, medical history, and examination results."
2211/01,T.18386,Respond to the client's questions and concerns about their diagnosis and treatment.
2211/01,T.00040,Achieve government-set targets for specific treatments like child immunisations.
2211/01,T.00607,"Advise patients, parents or guardians, and community members concerning diet, activity, hygiene, and disease prevention."
2211/01,T.03330,Collaborate with patients and a multidisciplinary healthcare team to provide patient-centred care.
2211/01,T.13143,Monitor and evaluate patient progress to adjust treatment plans.
2211/01,T.15952,Prescribe or administer therapy and medication to treat or prevent illness.
2211/01,T.17149,"Recommend medicines, vaccinations, and specialised medical care for disease or injury."
2211/01,T.17523,Refer patients to other healthcare practitioners as necessary.
2211/01,T.19516,"Sign repeat prescriptions, death certificates, and fit notes."
2211/01,T.21258,Use information effectively and safely in a medical context.
2211/01,T.00599,Advise patients on rehabilitation exercises for long-term recovery.
2211/01,T.03254,Collaborate with colleagues and the multidisciplinary team in treatment planning.
2211/01,T.04849,Coordinate patient care with medical professionals in community and hospital settings.
2211/01,T.10747,Integrate these approaches with a range of information sources used for care decisions.
2211/01,T.14123,"Operate specialised clinics to diagnose and treat conditions such as asthma, diabetes, heart problems, and skin disorders."
2211/01,T.16337,Promote safe practices to ensure patient safety.
2211/01,T.18054,Request diagnostic tests to identify and assess patient's condition.
2211/01,T.20200,Support patients as an advocate by facilitating communication with healthcare providers to inform their healthcare decisions.
2211/01,T.01528,Assess and identify risks related to safeguarding and vulnerability in patients.
2211/01,T.04739,Coordinate activities of medical specialists and therapists.
2211/01,T.07037,Direct activities of nurses and healthcare assistants.
2211/01,T.10043,Incorporate compassionate self-care into personal and professional life.
2211/01,T.13733,Observe and assess the work of trainee GPs and medical students.
2211/01,T.18964,Seek support from colleagues to manage the complex nature of illness and health inequalities confidently.
2211/01,T.20967,Understand the common causes and consequences of prescribing errors.
2211/01,T.09824,"Implement and administer healthcare programmes, including personnel administration and staff training."
2211/01,T.14392,Organise preventative medical programmes tailored for individual patients.
2211/01,T.19737,Stay informed about new medicines and updates in pharmacy practice.
2211/01,T.06532,Develop health programmes in collaboration with educational and community organisations.
2211/01,T.07429,Draft and send reports and official correspondence.
2211/01,T.11579,"Look after own health and wellbeing, seeking appropriate support where necessary."
2211/01,T.15646,"Prepare government and organisational reports on birth, death, and disease statistics, workforce evaluations, or the medical status of individuals."
2211/01,T.20394,Teach at medical schools or hospitals as required.
2211/01,T.03910,Conduct applied research to enhance the evidence base in healthcare practices.
2211/01,T.14696,Participate in quality improvement and research activities.
2211/01,T.20677,Train healthcare professionals in medical practices.
2211/01,T.01255,Apply scientific method and approaches to medical research.
2211/01,T.07257,Discuss the development of new pharmaceutical products with pharmaceutical sales representatives.
2211/01,T.14930,Perform surgeries on patients to repair injuries or treat diseases.
2211/01,T.20692,Train medical students in clinical procedures to develop their practical skills.
2211/02,T.09633,Identify groups at risk for specific preventable diseases or injuries.
2211/02,T.06365,Develop and recommend specific interventions to alter behaviours linked to health risks.
2211/02,T.16610,Provide information about potential health hazards and interventions to the public.
2211/02,T.05931,"Design or use surveillance tools, like screening and lab reports, to identify health risks."
2211/02,T.10744,Integrate resources from various organisations to enhance community health.
2211/02,T.18140,Research diseases and manage infection outbreaks.
2211/02,T.01731,Assess the effectiveness of prescribed risk reduction measures or other interventions.
2211/02,T.09884,Implement health service delivery systems to improve health outcomes.
2211/02,T.14518,Oversee prevention programmes in areas like occupational health and environmental medicine.
