task_handle,occupation_code,task_description,justification,prob_E0,prob_E1,prob_E2,prob_E3
cideas,31,"Developing new or improved work processes, products, or services within science, engineering, and technology support roles.","While LLMs can assist with ideation and research (E1), practical implementation and testing often require specialized tools and physical experimentation (E2), leaving some room for no significant impact (E0).",0.1,0.4,0.45,0.05
cstats,31,Calculations using more advanced mathematical or statistical procedures (Note: Using a calculator or computer if necessary.),"While existing tools handle many statistical calculations, LLMs can streamline complex procedures, especially when integrated with specialized software, though image processing has limited impact.",0.15,0.35,0.45,0.05
ccalca,31,"Adding, subtracting, multiplying or dividing numbers (Note: Using a calculator or computer if necessary.)","Basic arithmetic is already efficiently handled by calculators and computers, minimizing LLM impact.",0.9,0.05,0.05,0
cpercent,31,"Calculations using decimals, percentages or fractions (Note: Using a calculator or computer if necessary.)","Existing tools like calculators and spreadsheets are highly efficient for these calculations, offering minimal opportunity for significant time savings from LLMs.",0.85,0.1,0.05,0
cstrength,31,"Carrying, pushing, or pulling heavy objects","This task is primarily physical, with minimal potential for LLM impact except perhaps through robotic integration in E2.",0.95,0,0.05,0
cstamina,31,Working for long periods on physical activities,"Like strength-based tasks, stamina is inherently physical, limiting direct LLM impact but with some potential for E2 through automation of related processes.",0.95,0,0.05,0
chands,31,"Mending, repairing, assembling, constructing or adjusting things","While primarily hands-on, LLMs could provide instructions or diagrams (E1), and AR applications (E2) or image recognition (E3) could further assist, though physical dexterity remains crucial.",0.6,0.1,0.25,0.05
ctools,31,"Knowledge of how to use or operate tools, equipment or machinery","LLMs can provide information on tool usage (E1), while AR overlays (E2) or image-based tutorials (E3) could offer real-time guidance, though practical experience remains essential.",0.3,0.3,0.35,0.05
cplanme,31,"Planning your own activities as a Science, Engineering, and Technology Associate Professional, which includes scheduling tasks, managing workload, and prioritizing activities related to technical support, research assistance, equipment maintenance, and quality assurance.","While basic scheduling already exists, LLMs can significantly improve personal task management and prioritization, especially with integration into existing workflows.",0.2,0.4,0.4,0
cplanoth,31,"Planning the activities of others in a technical support role, which involves coordinating schedules, assigning tasks, and managing resources for a team or project related to scientific research, engineering, or IT support.","LLMs can assist in scheduling, task assignment, and resource management, but full automation is unlikely due to the need for human oversight and dynamic adjustments.",0.15,0.35,0.5,0
cmytime,31,"Organizing one's own time as a Science, Engineering, and Technology Associate Professional, involving scheduling tasks, managing deadlines, and prioritizing activities related to technical support, research assistance, or equipment maintenance.","Existing tools offer basic scheduling, but LLMs can enhance time management through intelligent prioritization and task suggestions, with further potential through workflow integration.",0.25,0.45,0.3,0
